0.4  12.100000 0 0.000000
0.8  12.100000 0 0.000000
1.2  12.100000 0 0.000000
1.6  12.100000 0 0.000000
2    12.100000 0 0.000000
2.4  12.100000 0 0.000000
2.8  12.100000 0 0.100000
3.2  12.100000 0 0.000000
3.6  12.100000 0 0.000000
4    12.100000 0 0.000000
4.4  12.200000 0 0.000000
4.8  12.200000 0 0.000000
5.2  12.200000 0 0.000000
5.6  12.200000 0 0.000000
6    12.200000 0 0.000000
6.4  12.200000 0 0.000000
6.8  12.200000 0 0.000000
7.2  12.200000 0 0.000000
7.6  12.200000 0 0.000000
8    12.200000 0 0.000000
8.4  12.200000 0 0.000000
8.8  12.200000 0 0.100000
9.2  12.200000 0 0.000000
9.6  12.200000 0 0.000000
10   12.200000 0 0.000000
10.4 12.200000 0 0.000000
10.8 12.200000 0 0.000000
11.2 12.200000 0 0.000000
11.6 12.200000 0 0.000000
12   12.200000 0 0.000000
12.4 12.200000 0 0.000000
12.8 12.200000 0 0.000000
13.2 12.200000 0 0.000000
13.6 12.200000 0 0.000000
14   12.200000 0 0.000000
14.4 12.200000 0 0.000000
14.8 12.200000 0 0.000000
15.2 12.200000 0 0.000000
15.6 12.200000 0 0.000000
16   12.200000 0 0.000000
16.4 12.200000 0 0.000000
16.8 12.200000 0 0.000000
17.2 12.200000 0 0.000000
17.6 12.200000 0 0.000000
18   12.200000 0 0.000000
18.4 12.200000 0 0.000000
18.8 12.200000 0 0.000000
19.2 12.200000 0 0.000000
19.6 12.200000 0 0.000000
20   12.200000 0 0.000000
20.4 12.200000 0 0.000000
20.8 12.200000 0 0.000000
21.2 12.300000 0 0.000000
21.6 12.300000 0 0.000000
22   12.300000 0 0.000000
22.4 12.300000 0 0.000000
22.8 12.300000 0 0.000000
23.2 12.300000 0 0.000000
23.6 12.300000 0 0.000000
24   12.300000 0 0.000000
24.4 12.300000 0 0.000000
24.8 12.300000 0 0.000000
25.2 12.300000 0 0.000000
25.6 12.300000 0 0.000000
26   12.300000 0 0.000000
26.4 12.300000 0 0.000000
26.8 12.300000 0 0.000000
27.2 12.300000 0 0.000000
27.6 12.300000 0 0.000000
28   12.300000 0 0.100000
28.4 12.300000 0 0.100000
28.8 12.300000 0 0.100000
29.2 12.300000 0 0.100000
29.6 12.300000 0 0.100000
30   12.300000 0 0.100000
30.4 12.300000 0 0.100000
30.8 12.300000 0 0.100000
31.2 12.300000 0 0.100000
31.6 12.300000 0 0.100000
32   12.300000 0 0.100000
32.4 12.300000 0 0.100000
32.8 12.300000 0 0.100000
33.2 12.300000 0 0.100000
33.6 12.300000 0 0.100000
34   12.300000 0 0.000000
34.4 12.300000 0 0.100000
34.8 12.300000 0 0.100000
35.2 12.300000 0 0.100000
35.6 12.300000 0 0.100000
36   12.300000 0 0.100000
36.4 12.300000 0 0.100000
36.8 12.300000 0 0.100000
37.2 12.300000 0 0.100000
37.6 12.300000 0 0.100000
38   12.300000 0 0.100000
38.4 12.300000 0 0.100000
38.8 12.300000 0 0.100000
39.2 12.300000 0 0.100000
39.6 12.300000 0 0.100000
40   12.300000 0 0.100000
40.4 12.300000 0 0.100000
40.8 12.300000 0 0.100000
41.2 12.300000 0 0.100000
41.6 12.300000 0 0.100000
42   12.300000 0 0.100000
42.4 12.300000 0 0.100000
42.8 12.300000 0 0.100000
43.2 12.300000 0 0.100000
43.6 12.300000 0 0.100000
44   12.300000 0 0.100000
44.4 12.300000 0 0.100000
44.8 12.300000 0 0.100000
45.2 12.300000 0 0.100000
45.6 12.300000 0 0.000000
46   12.300000 0 0.000000
46.4 12.300000 0 0.000000
46.8 12.300000 0 0.000000
47.2 12.300000 0 0.000000
47.6 12.300000 0 0.000000
48   12.300000 0 0.000000
48.4 12.300000 0 0.100000
48.8 12.300000 0 0.100000
49.2 12.300000 0 0.100000
49.6 12.300000 0 0.100000
50   12.300000 0 0.000000
50.4 12.300000 0 0.100000
50.8 12.300000 0 0.100000
